positive,negative,rating,comments,category
,U apartmanu ima dosta vlage. Radijatori gotovo da nisu grijali. U jednoj prostoriji je klima uređaj pomoću kojeg se ista mogla ugrijati. Međutim. u ostalim prostorijama to nije bio slučaj. Toplu vodu na umivaoniku (ponekad i na tušu) nije uvijek moguće dobiti.,4, U apartmanu ima dosta vlage. Radijatori gotovo da nisu grijali. U jednoj prostoriji je klima uređaj pomoću kojeg se ista mogla ugrijati. Međutim. u ostalim prostorijama to nije bio slučaj. Toplu vodu na umivaoniku (ponekad i na tušu) nije uvijek moguće dobiti.,neutralan
"Udobno, čisto, veoma ljubazni domaćini, izuzetna lokacija. Najtoplije preporuke.",,10,"Udobno, čisto, veoma ljubazni domaćini, izuzetna lokacija. Najtoplije preporuke. ",pozitivan
"Hotel je pre svega na odlcnoj lokaciji, u blizini ima frizerski salon, apoteka jednostavno vam je sve u blizini.
Osoblje je predivno, veoma  ljubazno i od velike pomoci sto se svega tice.
Soba je prostrana i sve je cisto sto je najbitnije.
Dorucak je preukusan i raznovrsan, ima bastca ispred u kojoj smo uzivali u jutarnjoj kafici. :)
Sve pohvale, vidimo se opet!",Sve mi se dopalo!,10,"Hotel je pre svega na odlcnoj lokaciji, u blizini ima frizerski salon, apoteka jednostavno vam je sve u blizini.
Osoblje je predivno, veoma  ljubazno i od velike pomoci sto se svega tice.
Soba je prostrana i sve je cisto sto je najbitnije.
Dorucak je preukusan i raznovrsan, ima bastca ispred u kojoj smo uzivali u jutarnjoj kafici. :)
Sve pohvale, vidimo se opet! Sve mi se dopalo!",pozitivan
"Moderan dizajn hotela
Fenemenalan izgled apartmana
Kuhinja u apartmanu ima sve sto je potrebno (čaše, escajg, tanjire, šolje, OTVARAČ ZA VINO,)
Svaki kutak sređen sa stilom! 
Čisto, uredno, novo","Mislim da osoblje nije u koheziji sa hotelom i izgledom i komfornoscu koji pruza sam smeštaj.
Prijem na recepciji je hladnokrvan bez zelje da se sugerise gostu gde se sta nalazi bez pitanja da li se ste prvi put u hotelu, sta treba obratite nam se, deluje mi kao da je nezainteresovanost u pitanju
U spa centru od osoblja nije bilo nikog, smatram da bi trebalo biti nekog od osoblja non stop u toku rada iz vise razloga.
Konobari u Gatsbiju vrlo nervozni zbog guzve koja je u toku perioda za dorucak.",10,"Moderan dizajn hotela
Fenemenalan izgled apartmana
Kuhinja u apartmanu ima sve sto je potrebno (čaše, escajg, tanjire, šolje, OTVARAČ ZA VINO,)
Svaki kutak sređen sa stilom! 
Čisto, uredno, novo Mislim da osoblje nije u koheziji sa hotelom i izgledom i komfornoscu koji pruza sam smeštaj.
Prijem na recepciji je hladnokrvan bez zelje da se sugerise gostu gde se sta nalazi bez pitanja da li se ste prvi put u hotelu, sta treba obratite nam se, deluje mi kao da je nezainteresovanost u pitanju
U spa centru od osoblja nije bilo nikog, smatram da bi trebalo biti nekog od osoblja non stop u toku rada iz vise razloga.
Konobari u Gatsbiju vrlo nervozni zbog guzve koja je u toku perioda za dorucak.",pozitivan
,Privatnost osoblja i ljubaznost,10, Privatnost osoblja i ljubaznost,pozitivan
"Bili smo srdacno docekani, osoblje je jako drago .",,10,"Bili smo srdacno docekani, osoblje je jako drago . ",pozitivan
"Uredno, cisto, dobra lokacija.",,10,"Uredno, cisto, dobra lokacija. ",pozitivan
Apartmani u centru grada.Ljubazno osoblje,Problemi sa parking mestom,9,Apartmani u centru grada.Ljubazno osoblje Problemi sa parking mestom,pozitivan
"Komforan apartman, moderno i sa ukusom opremljen, sa lepim detaljima i izuzetno kvalitetnom opremom. Veoma lepo kupatilo. Parking mesto u garaži, potpuno nov objekat. Vlasnica je bila veoma ljubazna i predusretljiva.",,10,"Komforan apartman, moderno i sa ukusom opremljen, sa lepim detaljima i izuzetno kvalitetnom opremom. Veoma lepo kupatilo. Parking mesto u garaži, potpuno nov objekat. Vlasnica je bila veoma ljubazna i predusretljiva. ",pozitivan
"Sve pohvale za domaćine koji su bili izuzetno prijatni i ljubazni. Sto se tice apartmana, sve je u potpunosti savrseno, nemam apsolutno ni jednu primedbu. Svaka preporuka!",,10,"Sve pohvale za domaćine koji su bili izuzetno prijatni i ljubazni. Sto se tice apartmana, sve je u potpunosti savrseno, nemam apsolutno ni jednu primedbu. Svaka preporuka! ",pozitivan
Savrsena lokacija i odlicna higijena unutar smestaja!,/,10,Savrsena lokacija i odlicna higijena unutar smestaja! /,pozitivan
"Sjajan hotel, na odlicnoj lokaciji, fenomenalna usluga, sobe su prostrane ciste i luksuzno opremljene",,10,"Sjajan hotel, na odlicnoj lokaciji, fenomenalna usluga, sobe su prostrane ciste i luksuzno opremljene ",pozitivan
Sve preporuke za apartman,,10,Sve preporuke za apartman ,pozitivan
"Lokacija, osoblje, doručak",Minijaturna soba,9,"Lokacija, osoblje, doručak Minijaturna soba",pozitivan
"U mirnom kraju a opet blizu svega. Lepo i čisto, osoblje ljubazno, moguć parking uz doplatu.","Zidovi su prljavi i oštećeni na pojedinim mestima, i wc šolja ima neki problem sa curkanjem vode ali sve ostalo na mestu.",9,"U mirnom kraju a opet blizu svega. Lepo i čisto, osoblje ljubazno, moguć parking uz doplatu. Zidovi su prljavi i oštećeni na pojedinim mestima, i wc šolja ima neki problem sa curkanjem vode ali sve ostalo na mestu.",pozitivan
"Lokacija- u prirodi. Veliki plac. Bilo je samo nas dvoje, ali ovo je idealno za veća društva. Domaćini su izuzetno ljubazni.","Čistoća bi mogla biti dosta bolja, prvenstveno u kuhinji. Frižider ne hladi kako treba i malih je dimenzija uz to. Da nismo doneli već ohladjeno ne bi stiglo da se ohladi uopšte. 
Mesto za sedenje pored bazena bi moglo biti malo lepše.",9,"Lokacija- u prirodi. Veliki plac. Bilo je samo nas dvoje, ali ovo je idealno za veća društva. Domaćini su izuzetno ljubazni. Čistoća bi mogla biti dosta bolja, prvenstveno u kuhinji. Frižider ne hladi kako treba i malih je dimenzija uz to. Da nismo doneli već ohladjeno ne bi stiglo da se ohladi uopšte. 
Mesto za sedenje pored bazena bi moglo biti malo lepše.",pozitivan
Prelepi apartman. Na svega 2minuta pd glavnog trga. Cisto. Osoblje preljubazno! 😁,,10,Prelepi apartman. Na svega 2minuta pd glavnog trga. Cisto. Osoblje preljubazno! 😁 ,pozitivan
"Hotel se nalazi na odlicnoj lokaciji , apartman je bio uredan.","U apartmanu uopste nije radio tv , to mi je bas smetalo",8,"Hotel se nalazi na odlicnoj lokaciji , apartman je bio uredan. U apartmanu uopste nije radio tv , to mi je bas smetalo",pozitivan
"Osoblje, lokacija",,8,"Osoblje, lokacija ",pozitivan
SVe je bilo super ... nema sta,nista,10,SVe je bilo super ... nema sta nista,pozitivan
Sve je bilo savršeno,,10,Sve je bilo savršeno ,pozitivan
"Hotel je zanimljiv mada ima puno pogrešno postavljenih stvari, počev od pristupa kolima hotelu ,veličini restorana,veličini SPA, odnosno bazena pa do dizajna istih. Doručak je bio dobar ali savetujem da se porani jer je velika gužva posle 9h.Parkinga ima dovoljno verovatno za sve goste. Sobe su prostrane,a krevet udoban.Opremljenost apartmana je odlična.","Slaba je organizacija oko bazena koji je skimerski ,a ne prelivni i kao takav nije pogodan za javnu upotrebu. Crni mozaik bazena čini da vam voda u bazenu izgleda prljava i ružna. Restoran je suviše mali za veliki broj soba. Tehničko osoblje ne radi vikendom pa smo morali da menjamo sobu zbog kvara na strujnom napajanju. Ipak to nismo uzeli u obzir u ocenjivanju jer je verovatno izuzetak,a ne pravilo. Zaista je teško snaći se sa podešavanjem  grejanja , ja to nisam uspeo te je grejanje koje je na struju radilo svojom logikom ,a ne po našim željama.",9,"Hotel je zanimljiv mada ima puno pogrešno postavljenih stvari, počev od pristupa kolima hotelu ,veličini restorana,veličini SPA, odnosno bazena pa do dizajna istih. Doručak je bio dobar ali savetujem da se porani jer je velika gužva posle 9h.Parkinga ima dovoljno verovatno za sve goste. Sobe su prostrane,a krevet udoban.Opremljenost apartmana je odlična. Slaba je organizacija oko bazena koji je skimerski ,a ne prelivni i kao takav nije pogodan za javnu upotrebu. Crni mozaik bazena čini da vam voda u bazenu izgleda prljava i ružna. Restoran je suviše mali za veliki broj soba. Tehničko osoblje ne radi vikendom pa smo morali da menjamo sobu zbog kvara na strujnom napajanju. Ipak to nismo uzeli u obzir u ocenjivanju jer je verovatno izuzetak,a ne pravilo. Zaista je teško snaći se sa podešavanjem  grejanja , ja to nisam uspeo te je grejanje koje je na struju radilo svojom logikom ,a ne po našim željama.",pozitivan
,Naplacena mi je boravisna taksa iako Sam iz Beograd!,8, Naplacena mi je boravisna taksa iako Sam iz Beograd!,pozitivan
"Prelep hotel sa preljubaznim personalom.
Lepo smo sačekani i ispraćeni. Sve je bilo savršeno.
Personal koji daje sve od sebe.
Soba velika i komforna u prelepim bojama i jako uredna 
i čista. Sve miriše na novo. Za svaku preporuku",,10,"Prelep hotel sa preljubaznim personalom.
Lepo smo sačekani i ispraćeni. Sve je bilo savršeno.
Personal koji daje sve od sebe.
Soba velika i komforna u prelepim bojama i jako uredna 
i čista. Sve miriše na novo. Za svaku preporuku ",pozitivan
Smestaj je vrlo lep i udoban. Hrana je takodje jako dobra. Ceo kompleks je lepo osmisljen.,"Spa je zapusten i pola sadrzaja nije bilo u funkciji. S obzirom da smo gostovali u zimskom periodu i to bilo je nesto zbog cega smo i dosli najvise, to nas je jako razocaralo. Pritom nismo uopste primetili zabrinutost od strane zaposlenih povodom toga, niti su se potrudili da to sto pre isprave.",7,"Smestaj je vrlo lep i udoban. Hrana je takodje jako dobra. Ceo kompleks je lepo osmisljen. Spa je zapusten i pola sadrzaja nije bilo u funkciji. S obzirom da smo gostovali u zimskom periodu i to bilo je nesto zbog cega smo i dosli najvise, to nas je jako razocaralo. Pritom nismo uopste primetili zabrinutost od strane zaposlenih povodom toga, niti su se potrudili da to sto pre isprave.",pozitivan
"Lokjacija odlicna, objekat nov, cist i uredan.
Garaza i pristup odlicni.",Sve je u najboljem redu.,10,"Lokjacija odlicna, objekat nov, cist i uredan.
Garaza i pristup odlicni. Sve je u najboljem redu.",pozitivan
"Odličan doručak, dobra lokacija, prijatno osoblje.",U kupatilu curi voda iz tuš kabine,8,"Odličan doručak, dobra lokacija, prijatno osoblje. U kupatilu curi voda iz tuš kabine",pozitivan
Hotel u samom centru...Osoblje ljubazno...sve preporuke,,10,Hotel u samom centru...Osoblje ljubazno...sve preporuke ,pozitivan
"Veoma prijatno i gostoljivo osoblje. Apartman ima sve vrhunske kvalitete , higijena na visokom nivou. Pored vile se nalazi predivno jezero koje dopunjuje utisak predivnog odmora i osecaja beskrajnog uzivanja.",,10,"Veoma prijatno i gostoljivo osoblje. Apartman ima sve vrhunske kvalitete , higijena na visokom nivou. Pored vile se nalazi predivno jezero koje dopunjuje utisak predivnog odmora i osecaja beskrajnog uzivanja. ",pozitivan
"Besprekorno sredjen apartman, jos lepsi uzivo nego na slikama. Jako povoljna cena za ovako dobro opremljen prostor u samom centru grada. Gostoprimljivost iznad svakog nivoa!! Veoma smo zahvalni na svakoj informaciji koju su nam pruzili, kao i dostupnost u bilo koje doba dana a i noci, vrlo rado cemo se uskoro vratiti i ostati jos duze",,10,"Besprekorno sredjen apartman, jos lepsi uzivo nego na slikama. Jako povoljna cena za ovako dobro opremljen prostor u samom centru grada. Gostoprimljivost iznad svakog nivoa!! Veoma smo zahvalni na svakoj informaciji koju su nam pruzili, kao i dostupnost u bilo koje doba dana a i noci, vrlo rado cemo se uskoro vratiti i ostati jos duze ",pozitivan
Jednostavnost prilikom rezervacije i lokacija.,,10,Jednostavnost prilikom rezervacije i lokacija. ,pozitivan
"Stan odličan, domaćin ljubazan i predusretljiv.",,10,"Stan odličan, domaćin ljubazan i predusretljiv. ",pozitivan
"Ovo mesto je upotpunilo završetak našeg godišnjeg odmora,
naša očekivanja su zaista opravdana. Osoblje je vrlo profesionalno i veoma ljubazno. Svi su nasmejani i prijatni. Udobnost i čistoća preovlađuju. Doručak je odličan, raznovrstan i preukusan. Wellnes centar divan, sve je čisto i uredno. Bašta restorana je puna cveća i zelenila, raj na zemlji. Cene su vrlo pristupačne. Centar grada je udaljen nekih dvadesetak minuta vožnje, tako da je sve blizu. Lična ocena je i više od 10!
Toplo preporučujem! Definitivno ćemo sledeće godine doći ponovo!",,10,"Ovo mesto je upotpunilo završetak našeg godišnjeg odmora,
naša očekivanja su zaista opravdana. Osoblje je vrlo profesionalno i veoma ljubazno. Svi su nasmejani i prijatni. Udobnost i čistoća preovlađuju. Doručak je odličan, raznovrstan i preukusan. Wellnes centar divan, sve je čisto i uredno. Bašta restorana je puna cveća i zelenila, raj na zemlji. Cene su vrlo pristupačne. Centar grada je udaljen nekih dvadesetak minuta vožnje, tako da je sve blizu. Lična ocena je i više od 10!
Toplo preporučujem! Definitivno ćemo sledeće godine doći ponovo! ",pozitivan
Dobra lokacija.,"Bio sam smešten u drugoj zgradi a ne ovoj sa fotografija. Soba je na drugom spratu, bez lifta. Pritisak vode nije bio najbolji. Ujutru u 09h je počela buka na nekom gradilištu pored.",7,"Dobra lokacija. Bio sam smešten u drugoj zgradi a ne ovoj sa fotografija. Soba je na drugom spratu, bez lifta. Pritisak vode nije bio najbolji. Ujutru u 09h je počela buka na nekom gradilištu pored.",pozitivan
"Prostrana jedinica, ima sve sto je potrebno od sadrzaja.
Cisto i udobno",Cena moze biti malo povoljnija,9,"Prostrana jedinica, ima sve sto je potrebno od sadrzaja.
Cisto i udobno Cena moze biti malo povoljnija",pozitivan
"Odlican smestaj, cist, odlicna lokacija, ljubazno osoblje",Sve je bilo ok,9,"Odlican smestaj, cist, odlicna lokacija, ljubazno osoblje Sve je bilo ok",pozitivan
"Parking je u dvorištu koje se zatvara noću, maximalno bezbedno...sve je lepo uredjeno, udobno i čisto...osoblje ljubazno 🤗",,10,"Parking je u dvorištu koje se zatvara noću, maximalno bezbedno...sve je lepo uredjeno, udobno i čisto...osoblje ljubazno 🤗 ",pozitivan
"Lokacija odlična,apartman odličan,domaćin odličan.Doci ćemo ponovo.",/,10,"Lokacija odlična,apartman odličan,domaćin odličan.Doci ćemo ponovo. /",pozitivan
"Mogu odgovorno ostaviti svoju preporuku, sve je do tancina perfekntno, lokacija, sam apartman, higijena na vrhunskom nivou, usluga, sve za Veliku desetku..",,10,"Mogu odgovorno ostaviti svoju preporuku, sve je do tancina perfekntno, lokacija, sam apartman, higijena na vrhunskom nivou, usluga, sve za Veliku desetku.. ",pozitivan
Sve je bilo u najboljem redu...,,10,Sve je bilo u najboljem redu... ,pozitivan
Objekat se nalazi u blizini centra. Osoblje je veoma ljubazno i uslužno!,,9,Objekat se nalazi u blizini centra. Osoblje je veoma ljubazno i uslužno! ,pozitivan
dobar dorucak ljubazno osoblje objekat je nov i cist soba prostrana,"nema lift sto moze nekom predstavljati problem ,meni licno nije",9,"dobar dorucak ljubazno osoblje objekat je nov i cist soba prostrana nema lift sto moze nekom predstavljati problem ,meni licno nije",pozitivan
"Sve je bilo dobro, čisto, udobno. Preporuke!",,10,"Sve je bilo dobro, čisto, udobno. Preporuke! ",pozitivan
"Što se smeštaja i vlasnika tiče,sve na svom mestu.",Plac pored je auto otpad. Od 7 ujutru kreće lupanje,9,"Što se smeštaja i vlasnika tiče,sve na svom mestu. Plac pored je auto otpad. Od 7 ujutru kreće lupanje",pozitivan
"Hotel je pozicioniran u centru grada, sve je vrlo blizu, u pešačkoj zoni. Ono što bih posebno izdvojila je što nije bučno, vrlo mirno, idealno. Sobe su prostrane i komforne. Doručak je na bazi švedskog stola, a tematski je zasnovan na turskoj kuhinji. Upravo tako se i zove ""Kuhinja"". Sve preporuke! Osoblje je zaista divno.",Ne postoji nešto što bih izdvojila. 😊,10,"Hotel je pozicioniran u centru grada, sve je vrlo blizu, u pešačkoj zoni. Ono što bih posebno izdvojila je što nije bučno, vrlo mirno, idealno. Sobe su prostrane i komforne. Doručak je na bazi švedskog stola, a tematski je zasnovan na turskoj kuhinji. Upravo tako se i zove ""Kuhinja"". Sve preporuke! Osoblje je zaista divno. Ne postoji nešto što bih izdvojila. 😊",pozitivan
"Lokacija odlicna, čisto je i osoblje je jako ljubazno. Doručak raznovrstan i odličan. Za svaku preporuku!",Nema zamerki,10,"Lokacija odlicna, čisto je i osoblje je jako ljubazno. Doručak raznovrstan i odličan. Za svaku preporuku! Nema zamerki",pozitivan
Nisam doručkovao a sve ostalo uključujući lokaciju top,Bilo je klizavo na parkingu zbog leda trebalo je soli malo baciti na nekim mestima .Sve ostalo je ok.,8,Nisam doručkovao a sve ostalo uključujući lokaciju top Bilo je klizavo na parkingu zbog leda trebalo je soli malo baciti na nekim mestima .Sve ostalo je ok.,pozitivan
"uredno, cisto i u samom centru",,10,"uredno, cisto i u samom centru ",pozitivan
Lokacija objekta je fenomenalna .,Zvucna izolacija izmedju aparmana je losija .,9,Lokacija objekta je fenomenalna . Zvucna izolacija izmedju aparmana je losija .,pozitivan
"Mirna lokacija, idealno za odmor i relaksaciju. Izuzetno gostoljubiv i ljubazan domaćin.
Sve ok.",,10,"Mirna lokacija, idealno za odmor i relaksaciju. Izuzetno gostoljubiv i ljubazan domaćin.
Sve ok. ",pozitivan
Osoblje izuzetno ljubazno a hotel i soba su 10+! Prezadovoljni smo uslugom! Dolazimo ponovo!,Nema jednokratnih papuca za kupatilo!,10,Osoblje izuzetno ljubazno a hotel i soba su 10+! Prezadovoljni smo uslugom! Dolazimo ponovo! Nema jednokratnih papuca za kupatilo!,pozitivan
"Stan u krugu centra, parking, bazen i park u blizini.",/,10,"Stan u krugu centra, parking, bazen i park u blizini. /",pozitivan
"Veoma ljubazno osoblje, cisto, odlican dorucak",Nemam zamerki,10,"Veoma ljubazno osoblje, cisto, odlican dorucak Nemam zamerki",pozitivan
odlicna lokacija,,8,odlicna lokacija ,pozitivan
Sve pohvale za osoblje hotela!,,10,Sve pohvale za osoblje hotela! ,pozitivan
"Odličan hotel,sjajan enterijer! Udoban,čist. Svideo nam se spa,dorucak je raznolik i ukusan. Garaža dosta znaci u zimskom periodu. Sve preporuke!",,10,"Odličan hotel,sjajan enterijer! Udoban,čist. Svideo nam se spa,dorucak je raznolik i ukusan. Garaža dosta znaci u zimskom periodu. Sve preporuke! ",pozitivan
"Objekat u centru grada, moderno uređen, privatan parking, cena je u redu za ono što se dobija. Udoban krevet, lepo kupatilo, tuš super radi.","Soba je malena, nema 30 m² sigurno, kao što je pisalo u rezervaciji. Ovo je smeštaj podoban da se prespava jednu-dve noći, nije za duži boravak, ali nama je taman to i odgovaralo.",9,"Objekat u centru grada, moderno uređen, privatan parking, cena je u redu za ono što se dobija. Udoban krevet, lepo kupatilo, tuš super radi. Soba je malena, nema 30 m² sigurno, kao što je pisalo u rezervaciji. Ovo je smeštaj podoban da se prespava jednu-dve noći, nije za duži boravak, ali nama je taman to i odgovaralo.",pozitivan
"Izuzetno ljubazni domacini. Odlicna lokacija, stogi centar uz to imaju i obezbedjen parking.
Jesnu stvar bih izdvojio, odlican krevet, udoban za cistu desetku. Sve pohvale i preporuke.",,10,"Izuzetno ljubazni domacini. Odlicna lokacija, stogi centar uz to imaju i obezbedjen parking.
Jesnu stvar bih izdvojio, odlican krevet, udoban za cistu desetku. Sve pohvale i preporuke. ",pozitivan
"Doručak sjajan, mnogo izbora i kvalitetna hrana. U ulici pored hotela ima besplatan parking. Osoblje ljubazno. Odnos cene i kvaliteta skroz korektan.","SPA bi mogao biti zanimljiviji. Kada je vetar, jako se čuje lupanje metala od metal kod zastava, mislim da bi to trebalo rešiti jer smeta za san. Bilo bi bolje da su anatomski jastuci, ili da se ima mogućnost izbora.",9,"Doručak sjajan, mnogo izbora i kvalitetna hrana. U ulici pored hotela ima besplatan parking. Osoblje ljubazno. Odnos cene i kvaliteta skroz korektan. SPA bi mogao biti zanimljiviji. Kada je vetar, jako se čuje lupanje metala od metal kod zastava, mislim da bi to trebalo rešiti jer smeta za san. Bilo bi bolje da su anatomski jastuci, ili da se ima mogućnost izbora.",pozitivan
Ovo je bio naš najlepši boravak posle dužeg vremena. Možemo samo da preporučimo počevši od smeštaja i gostoprimstva. Ništa nije nedostajelo i imali smo par lepih dana.,Nismo uspeli da nadjemo greške!,10,Ovo je bio naš najlepši boravak posle dužeg vremena. Možemo samo da preporučimo počevši od smeštaja i gostoprimstva. Ništa nije nedostajelo i imali smo par lepih dana. Nismo uspeli da nadjemo greške!,pozitivan
Odlična lokacija. Fantastilna usluga. Nikakve zamerke nemamo.,,10,Odlična lokacija. Fantastilna usluga. Nikakve zamerke nemamo. ,pozitivan
"Удобан смештај ,љубазно особље као и власници. Свака препорука за овај објекат.",,10,"Удобан смештај ,љубазно особље као и власници. Свака препорука за овај објекат. ",pozitivan
