positive,negative,rating,comments,category
"Osoblje je profesionalno i svi se maksimalno trude. Hrana je raznovrsna, sveža i potpuno zadovoljava kriterijum po svim aspektima doručka za hotel ove kategorije, da je poslužena u nekom adekvatnijem, konfornijem prostoru bila bi jedna od dobrih strana ovog hotela.","Koncept restorana je totalno pogrešan, kao i mnogi aspekti u ovom hotelu koji apsolutno ne podržavaju kapacitet hotela. Preopterećen restoran, raspored i funkcionalnost stolova, nedovoljni kapacitet mesta za sedenje, postavka gostiju na barskim stolovima, kolaps prilikom izuzimanja hrane, apsolutno pogrešan koncept i za goste našeg profila apsolutno neprimeren. Bazen ista problematika, jedna sauna, razvaljene stube za izlazak iz bazena očugledno nikoga ne uznemiravaju dok neko ne polomi noge prilikom izlaska, jacuzzi u koga je grozno pogledati a ne ući u vodu koju menjaju izgleda kad se sete, strašno... U celini je sve minijaturno, prebukirano i utisak može varirati isključivo od popunjenosti hotela. Apsolutno preambiciozno sa kapacitetom najbitnijih prostorija za duplo manje soba sa koliko ovaj hotel inače raspolaže. Komfornim sobama utisak kvare najmanje 2 stvari i to ZAGREJANOST istih sa nekim GORENJE radijatorima tipa kod nas poznatih kao ""Norveški"" koji u principu mogu da zagreju relativno brzo sobu oko 20-25 min što može u zimskim uslovima da Vam pravi veliki problem pogotovo ako ste sa decom, a da stvar bude još frapantnija kada izvadite karticu prilikom izlaska iz sobe i oni se gase tako da su Vam potrebne 2 kartice kako bi ste uspeli da se vratite u zagrejanu sobu. Na recepciji dobijate 1 karticu pa ako se žalite na hladnoću onda Vam izvade i drugu. Ušteda na grejanju na izuzetno loš način. Druga stvar je čistoća same sobe koja je na nivou ispod kategorije hotela. Fotografije na platformama su izvanredne i primamljive, stvarnost totalno drugačija.",5,"Osoblje je profesionalno i svi se maksimalno trude. Hrana je raznovrsna, sveža i potpuno zadovoljava kriterijum po svim aspektima doručka za hotel ove kategorije, da je poslužena u nekom adekvatnijem, konfornijem prostoru bila bi jedna od dobrih strana ovog hotela. Koncept restorana je totalno pogrešan, kao i mnogi aspekti u ovom hotelu koji apsolutno ne podržavaju kapacitet hotela. Preopterećen restoran, raspored i funkcionalnost stolova, nedovoljni kapacitet mesta za sedenje, postavka gostiju na barskim stolovima, kolaps prilikom izuzimanja hrane, apsolutno pogrešan koncept i za goste našeg profila apsolutno neprimeren. Bazen ista problematika, jedna sauna, razvaljene stube za izlazak iz bazena očugledno nikoga ne uznemiravaju dok neko ne polomi noge prilikom izlaska, jacuzzi u koga je grozno pogledati a ne ući u vodu koju menjaju izgleda kad se sete, strašno... U celini je sve minijaturno, prebukirano i utisak može varirati isključivo od popunjenosti hotela. Apsolutno preambiciozno sa kapacitetom najbitnijih prostorija za duplo manje soba sa koliko ovaj hotel inače raspolaže. Komfornim sobama utisak kvare najmanje 2 stvari i to ZAGREJANOST istih sa nekim GORENJE radijatorima tipa kod nas poznatih kao ""Norveški"" koji u principu mogu da zagreju relativno brzo sobu oko 20-25 min što može u zimskim uslovima da Vam pravi veliki problem pogotovo ako ste sa decom, a da stvar bude još frapantnija kada izvadite karticu prilikom izlaska iz sobe i oni se gase tako da su Vam potrebne 2 kartice kako bi ste uspeli da se vratite u zagrejanu sobu. Na recepciji dobijate 1 karticu pa ako se žalite na hladnoću onda Vam izvade i drugu. Ušteda na grejanju na izuzetno loš način. Druga stvar je čistoća same sobe koja je na nivou ispod kategorije hotela. Fotografije na platformama su izvanredne i primamljive, stvarnost totalno drugačija.",neutralan
Objekat je cist i relativno blizu centra. Dorucak je ok.,Grejanje u objektu je blagi uzas. Sistem koji nije efikasan i koji se ne moze nastelovati. Punjenje elektricnog auta saznajete da se naplacuje kada odjavljujete sobu i to fiksno 1500 dinara. Znaci bezobrazno. Pogled iz hotela je uglavnom u susedne zgrade…papuce za jednokratnu upotrebu se peru i vracaju gostima…ne znam sta bi rekao…,4,Objekat je cist i relativno blizu centra. Dorucak je ok. Grejanje u objektu je blagi uzas. Sistem koji nije efikasan i koji se ne moze nastelovati. Punjenje elektricnog auta saznajete da se naplacuje kada odjavljujete sobu i to fiksno 1500 dinara. Znaci bezobrazno. Pogled iz hotela je uglavnom u susedne zgrade…papuce za jednokratnu upotrebu se peru i vracaju gostima…ne znam sta bi rekao…,neutralan
"Zaista lep ambijent, prijatna atmosfera, kao i osoblje.","Grejanje u sobi koje ne moze da bude ispod 24 stepeni, sto je stvarno neverovatno, Spa koji ne radi isto kao i djakuzi ( 4 dana ni jednom nije radilo)",5,"Zaista lep ambijent, prijatna atmosfera, kao i osoblje. Grejanje u sobi koje ne moze da bude ispod 24 stepeni, sto je stvarno neverovatno, Spa koji ne radi isto kao i djakuzi ( 4 dana ni jednom nije radilo)",neutralan
Prostrano kupatilo,"Mali prostor, bez kuhinje",6,"Prostrano kupatilo Mali prostor, bez kuhinje",neutralan
Dobra Lokacija. Ima svoj parking. Ljubazno osoblje,"Izuzetno mali objekat (studio). skup za te pare.
jako lose osvetljenje.",5,"Dobra Lokacija. Ima svoj parking. Ljubazno osoblje Izuzetno mali objekat (studio). skup za te pare.
jako lose osvetljenje.",neutralan
Prijatno osoblje izasli su u susret ranijem prijavljivanju,"Prosli put smo bili u sobi koja zaista vredi, sada smo bili smesteni u sobi gde je krevet bio neudoban, kako se okrenes on se cuje, samo sto se ne raspadne i izolacija zidova je veoma losa(bukvalno smo culi svaki korak, rec ljudi iz soba okolo)",5,"Prijatno osoblje izasli su u susret ranijem prijavljivanju Prosli put smo bili u sobi koja zaista vredi, sada smo bili smesteni u sobi gde je krevet bio neudoban, kako se okrenes on se cuje, samo sto se ne raspadne i izolacija zidova je veoma losa(bukvalno smo culi svaki korak, rec ljudi iz soba okolo)",neutralan
"Apartmani se nalaze u samom centru grada, sto je jedina prednost ovog objekta.","Posteljina je bila prljava, kao i sam apartman. Nedovoljno peskira u kupatilu.",4,"Apartmani se nalaze u samom centru grada, sto je jedina prednost ovog objekta. Posteljina je bila prljava, kao i sam apartman. Nedovoljno peskira u kupatilu.",neutralan
Lokacija i osoblje,Higijena,6,Lokacija i osoblje Higijena,neutralan
Dobra lokacija.,"Nedovoljan priliv svežeg vazduha, zagušljivo, kupatilo staro i raspali tuš",6,"Dobra lokacija. Nedovoljan priliv svežeg vazduha, zagušljivo, kupatilo staro i raspali tuš",neutralan
"Lokacija, ljubazno osoblje, higijena objekta odlicna","Izuzetno uska garaža, pregradni zidovi veoma tanki tako da se sve čuje izmedju prostorija",6,"Lokacija, ljubazno osoblje, higijena objekta odlicna Izuzetno uska garaža, pregradni zidovi veoma tanki tako da se sve čuje izmedju prostorija",neutralan
Parking i blizina centra.,Apartman se osećao na mačiju mokraću i bilo je bučno.,6,Parking i blizina centra. Apartman se osećao na mačiju mokraću i bilo je bučno.,neutralan
lokacija je dobra i krevet je udoban za SPAVANJE,"1.Krevet krcka ceo, kako god da se pomerimo on krcka
2. Bilo je mrava u sobi
3. U kupatilu u tuš kabini bilo je nečije kose jer nije lepo očišćeno
4. Internet sifra nije bila tačna i bili smo uskraćeni za isti.",4,"lokacija je dobra i krevet je udoban za SPAVANJE 1.Krevet krcka ceo, kako god da se pomerimo on krcka
2. Bilo je mrava u sobi
3. U kupatilu u tuš kabini bilo je nečije kose jer nije lepo očišćeno
4. Internet sifra nije bila tačna i bili smo uskraćeni za isti.",neutralan
Lokacija dobra. Domacin ljubazan i korektan.,Namestaj u stanu u losem stanju. Soba u koju smo usli osecala se na pusacki dim.,6,Lokacija dobra. Domacin ljubazan i korektan. Namestaj u stanu u losem stanju. Soba u koju smo usli osecala se na pusacki dim.,neutralan
"Lokacija je odlična, blizu centra grada i obezbeđen parking.",Naša soba je bila tik do ulice i izolacija je nikakva. Sva buka spolja se čula. Takođe bi trebalo malo više poraditi na higijeni u sobama.,5,"Lokacija je odlična, blizu centra grada i obezbeđen parking. Naša soba je bila tik do ulice i izolacija je nikakva. Sva buka spolja se čula. Takođe bi trebalo malo više poraditi na higijeni u sobama.",neutralan
Dopala mi se samo lokacija jer je u centru grada.,"Parking je izuzetno uzan, potrebno je veliko umece parkirati na odredjena parking mesta.
Imali smo de lux sobu koja ni L od luxa nema (""Deluks Dvokrevetna Soba sa Bračnim Krevetom""). Soba je na spratu i verovatno je nastala od nekog tavanskog prostora. Pravljena je verovatno za Liliputance. Kosine u kupatilu i wc-u su uzasne. Samo dete moze da stoji a da glavom ne dodiruje plafon. Muskarci se prisecaju vojske i obuke o ciljanju na daljinu. U opisu takodje stoji da soba poseduje hidromasaznu kadu, a to nije tacno, kada je obicna.
Higijena nije na zavidnom nivou.
Nestvarno mi je da ovaj objekat moze imati tako visoku ocenu. Prosto neverovatno!",4,"Dopala mi se samo lokacija jer je u centru grada. Parking je izuzetno uzan, potrebno je veliko umece parkirati na odredjena parking mesta.
Imali smo de lux sobu koja ni L od luxa nema (""Deluks Dvokrevetna Soba sa Bračnim Krevetom""). Soba je na spratu i verovatno je nastala od nekog tavanskog prostora. Pravljena je verovatno za Liliputance. Kosine u kupatilu i wc-u su uzasne. Samo dete moze da stoji a da glavom ne dodiruje plafon. Muskarci se prisecaju vojske i obuke o ciljanju na daljinu. U opisu takodje stoji da soba poseduje hidromasaznu kadu, a to nije tacno, kada je obicna.
Higijena nije na zavidnom nivou.
Nestvarno mi je da ovaj objekat moze imati tako visoku ocenu. Prosto neverovatno!",neutralan
"Lokacija je odlicna,sam centar.","Soba u kojoj smo boravilu cela se osecala na duvanski dim,jastuci,posteljina,sve. Mozda treba naglasiti da objekat nije za boravak porodica sa malim detetom.",4,"Lokacija je odlicna,sam centar. Soba u kojoj smo boravilu cela se osecala na duvanski dim,jastuci,posteljina,sve. Mozda treba naglasiti da objekat nije za boravak porodica sa malim detetom.",neutralan
Veliki prostor,"Grejanje nije radilo, kada smo prijavili, problem nije bio resen, prozori su svi zakucani i ne mogu da se otbore sto je banalno.",5,"Veliki prostor Grejanje nije radilo, kada smo prijavili, problem nije bio resen, prozori su svi zakucani i ne mogu da se otbore sto je banalno.",neutralan
,"Higijena, sve je puno prasine",6," Higijena, sve je puno prasine",neutralan
"Krevet je udoban, stan je blizu centra grada i autobuske stanice, osoblje je jako ljubazno i na recepciji i preko poruka dok smo se dogovarali oko dolaska.","Plaćanje je moguće samo u kešu što je meni iskreno neobično i nepraktično, u sobi se čulo sve što se dešava u sobi pored i naišle smo na nekoliko crnih dlaka u posteljini (mi smo obe plave). Moguće da je ovo moj propust kada sam rezervisala, ali toalet nema tuš kabinu, već se kada nalazi pored kreveta u sobi što takodje nije najpraktičnije.",6,"Krevet je udoban, stan je blizu centra grada i autobuske stanice, osoblje je jako ljubazno i na recepciji i preko poruka dok smo se dogovarali oko dolaska. Plaćanje je moguće samo u kešu što je meni iskreno neobično i nepraktično, u sobi se čulo sve što se dešava u sobi pored i naišle smo na nekoliko crnih dlaka u posteljini (mi smo obe plave). Moguće da je ovo moj propust kada sam rezervisala, ali toalet nema tuš kabinu, već se kada nalazi pored kreveta u sobi što takodje nije najpraktičnije.",neutralan
,"Soba nije uopće bio izolovan, tako da se sve čuje od druge sobe, kao da nema zidine. Od 23 sati su na levoj strani pravili puno galame, a u 1 u noć su došli neki muškarci možda sa nekim prostitutkama koji su do pola 6 svašta radili i vrištali i toliko buke pravili da nismo celi noć spavali. To je za nas sve pokvarilo.",5," Soba nije uopće bio izolovan, tako da se sve čuje od druge sobe, kao da nema zidine. Od 23 sati su na levoj strani pravili puno galame, a u 1 u noć su došli neki muškarci možda sa nekim prostitutkama koji su do pola 6 svašta radili i vrištali i toliko buke pravili da nismo celi noć spavali. To je za nas sve pokvarilo.",neutralan
Lokacija super!,"U sobi je bilo jako zagusljivo,osecao se neprijatan miris duvana.",5,"Lokacija super! U sobi je bilo jako zagusljivo,osecao se neprijatan miris duvana.",neutralan
Blizina centra grada,Parking je bio udaljen od smestaja nije bilo provetreno,4,Blizina centra grada Parking je bio udaljen od smestaja nije bilo provetreno,neutralan
Osoblje je bilo ljubazno i krevet udoban. Verujem da je na proleće ili jesen jako lepo sa krovnim prozorima.,"Slavina u kupatilu nije radila, tj tekla je voda sve vreme, grejanje je bilo loše, poprilično dobro smo čuli komšije iz susedne sobe. Bilo je nemoguće parkirati na namenjenom parking mestu, bilo je pretesno, pa sam našao parking ispred (uz pomoć osoblja). Jedna lampa u sobi nije radila.",6,"Osoblje je bilo ljubazno i krevet udoban. Verujem da je na proleće ili jesen jako lepo sa krovnim prozorima. Slavina u kupatilu nije radila, tj tekla je voda sve vreme, grejanje je bilo loše, poprilično dobro smo čuli komšije iz susedne sobe. Bilo je nemoguće parkirati na namenjenom parking mestu, bilo je pretesno, pa sam našao parking ispred (uz pomoć osoblja). Jedna lampa u sobi nije radila.",neutralan
Lokacija,Nema računa za uslugu iako mi je bio potreban gotovinski račun,4,Lokacija Nema računa za uslugu iako mi je bio potreban gotovinski račun,neutralan
"Lokacija odlicna, izasli u susret za kasni check out.","Kalanizacija iz kupatila strasno smrdi, umivonik i tus kabina zapusen odvod.",6,"Lokacija odlicna, izasli u susret za kasni check out. Kalanizacija iz kupatila strasno smrdi, umivonik i tus kabina zapusen odvod.",neutralan
Udobno i na dobroj lokaciji.,Osoblje neljubazno i tesko na vracanje kusura. Sto se tice ostalog primetan pad kvaliteta od prethodnog boravka.,6,Udobno i na dobroj lokaciji. Osoblje neljubazno i tesko na vracanje kusura. Sto se tice ostalog primetan pad kvaliteta od prethodnog boravka.,neutralan
Lokacija mi se jako dopala,,6,Lokacija mi se jako dopala ,neutralan
"Кревет је био удобан и било је чисто, али соба коју смо добили је заиста премала, поготово за плаћени новац,  без обзира на локацију :( 
Премало дневне светлости у стану, мрачно је доста и бучно због трамваја који пролазе, а и последњег дана је била бука јер су се на спрату изнад вршили неки радови.",,6,"Кревет је био удобан и било је чисто, али соба коју смо добили је заиста премала, поготово за плаћени новац,  без обзира на локацију :( 
Премало дневне светлости у стану, мрачно је доста и бучно због трамваја који пролазе, а и последњег дана је била бука јер су се на спрату изнад вршили неки радови. ",neutralan
Lokacija odlicna,"Prljava posteljina , bubasvabe I manje bube izlaze ispod tepiha",4,"Lokacija odlicna Prljava posteljina , bubasvabe I manje bube izlaze ispod tepiha",neutralan
,"Apartman je puno manji od napisanog, vrata se ne mogu zaključati, razbijene pločice u wc-u, cijeli krevet vam se trese kada prolazi tramvaj a i da zaokružimo ni čistoća nije na zavidnom nivou. Očekivala sam vise. Sva sreća bila je divna djevojka na recepciji koja im je malo digla prosjek.",4," Apartman je puno manji od napisanog, vrata se ne mogu zaključati, razbijene pločice u wc-u, cijeli krevet vam se trese kada prolazi tramvaj a i da zaokružimo ni čistoća nije na zavidnom nivou. Očekivala sam vise. Sva sreća bila je divna djevojka na recepciji koja im je malo digla prosjek.",neutralan
"Lokacija je dobra, osoblje je ljubazno.",Soba broj 13 je preuredjen špajz u kome se ne možete okrenuti. Na prozoru su rešetke i gledaju u horor dvoriste sa milion golubova. Hičkok bi mogao film snimiti.,4,"Lokacija je dobra, osoblje je ljubazno. Soba broj 13 je preuredjen špajz u kome se ne možete okrenuti. Na prozoru su rešetke i gledaju u horor dvoriste sa milion golubova. Hičkok bi mogao film snimiti.",neutralan
"Одлична централна локација.
Во близина многу убави ресторанти и кафитерии.
Многу пријатни рецепционери кои беа на располагање за многу дополнителни информации.
Удобни кревети и убаво средена и практична соба.","Телевизорот и гардароберот во собата беа расипани,што не баш ни направи проблем за 1 ноќ пресповање ама се работи кои не треба да останат занемарени.",8,"Одлична централна локација.
Во близина многу убави ресторанти и кафитерии.
Многу пријатни рецепционери кои беа на располагање за многу дополнителни информации.
Удобни кревети и убаво средена и практична соба. Телевизорот и гардароберот во собата беа расипани,што не баш ни направи проблем за 1 ноќ пресповање ама се работи кои не треба да останат занемарени.",pozitivan
"Predivan hotel u samom centru Beograda, predivna zgrada. Izuzetno ljubazno osoblje, pohvala za celu recepciju noc 31.2023/01.2024. Sobe konforne, ciste, sa prwdivn8m pogledom na trg. Udobnost, mogucnost regulacije temperature, podno krejanje u predivnom, prostranom kupatilu...sve pohvale...rado cu preporuciti👌😍",,10,"Predivan hotel u samom centru Beograda, predivna zgrada. Izuzetno ljubazno osoblje, pohvala za celu recepciju noc 31.2023/01.2024. Sobe konforne, ciste, sa prwdivn8m pogledom na trg. Udobnost, mogucnost regulacije temperature, podno krejanje u predivnom, prostranom kupatilu...sve pohvale...rado cu preporuciti👌😍 ",pozitivan
"Lokacija odlicna sve je u blizini,smestaj odlican...
Osoblje jako ljubazno.
Preporucujem svimaaa.",,10,"Lokacija odlicna sve je u blizini,smestaj odlican...
Osoblje jako ljubazno.
Preporucujem svimaaa. ",pozitivan
"Sve je veoma cisto, na odlicnoj lokaciji. Zaposleni su veoma prijatni.","Slike apartmana koji smo rezervisali ne odgovaraju onom koji smo dobili. Rezervisan je apartman za 4 osobe sa dve sobe, a dobili smo sobu sa 4 kreveta.",8,"Sve je veoma cisto, na odlicnoj lokaciji. Zaposleni su veoma prijatni. Slike apartmana koji smo rezervisali ne odgovaraju onom koji smo dobili. Rezervisan je apartman za 4 osobe sa dve sobe, a dobili smo sobu sa 4 kreveta.",pozitivan
"Domaćin, apartman, lokacija",Manja kupaona jer curi voda iz tuš kabine i bojlera.,9,"Domaćin, apartman, lokacija Manja kupaona jer curi voda iz tuš kabine i bojlera.",pozitivan
,Непријатан мирис у соби,8, Непријатан мирис у соби,pozitivan
"Pogled iz soba, lokacija",Check in je kasnio 20ak min sto ne bi bio problem da nisam bio sa malom bebom..,10,"Pogled iz soba, lokacija Check in je kasnio 20ak min sto ne bi bio problem da nisam bio sa malom bebom..",pozitivan
"Odličan doručak, za sve vrste dijetetskih potreba. Sveže salate, sveže pecivo, kontinentalni doručak u nekoliko varijanti.",,9,"Odličan doručak, za sve vrste dijetetskih potreba. Sveže salate, sveže pecivo, kontinentalni doručak u nekoliko varijanti. ",pozitivan
"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku",,10,"Sve je novo sve je super, bukvalno stan u kakvom bih rado ziveo. Tisina uvece, mirno, a opet sve ima u blizini. Domacini za svaku preporuku ",pozitivan
"Lepo organizovan hotel, domaćin se zaista potrudio da mi bude ugodno i udobno do najsitnijih detalja. Velika preporuka!",Sve je bilo u najboljem redu!,10,"Lepo organizovan hotel, domaćin se zaista potrudio da mi bude ugodno i udobno do najsitnijih detalja. Velika preporuka! Sve je bilo u najboljem redu!",pozitivan
"Sveobuhvatno fenomenalno!!!
Sve pohvale!",,10,"Sveobuhvatno fenomenalno!!!
Sve pohvale! ",pozitivan
"Ljubazni,gostoprimivi,izuzetna lokacija i udobnost,perfektna čistoća i komfor!Uvek se rado vraćamo!
Svaka preporuka!",,10,"Ljubazni,gostoprimivi,izuzetna lokacija i udobnost,perfektna čistoća i komfor!Uvek se rado vraćamo!
Svaka preporuka! ",pozitivan
"Hotel je pozicioniran u centru grada, sve je vrlo blizu, u pešačkoj zoni. Ono što bih posebno izdvojila je što nije bučno, vrlo mirno, idealno. Sobe su prostrane i komforne. Doručak je na bazi švedskog stola, a tematski je zasnovan na turskoj kuhinji. Upravo tako se i zove ""Kuhinja"". Sve preporuke! Osoblje je zaista divno.",Ne postoji nešto što bih izdvojila. 😊,10,"Hotel je pozicioniran u centru grada, sve je vrlo blizu, u pešačkoj zoni. Ono što bih posebno izdvojila je što nije bučno, vrlo mirno, idealno. Sobe su prostrane i komforne. Doručak je na bazi švedskog stola, a tematski je zasnovan na turskoj kuhinji. Upravo tako se i zove ""Kuhinja"". Sve preporuke! Osoblje je zaista divno. Ne postoji nešto što bih izdvojila. 😊",pozitivan
"Suprug i ja smo prezadovoljni lokacijom, osobljem i uslugom!
Sobe su čiste, uredne i jako lepo sređene! 
Smatram da je odnos cene i kvaliteta i više nego odličan!
Svima bih Vas preporučila!
Do sledećeg viđanja, 
Srdačno, Andrijana!",,10,"Suprug i ja smo prezadovoljni lokacijom, osobljem i uslugom!
Sobe su čiste, uredne i jako lepo sređene! 
Smatram da je odnos cene i kvaliteta i više nego odličan!
Svima bih Vas preporučila!
Do sledećeg viđanja, 
Srdačno, Andrijana! ",pozitivan
"Sve je apsolutno kao u opisu, pa čak i bolje, prijatno smo iznenađeni konceptom, i sadržajem ovog jedinstvenog apartmana, a posebno smo oduševljeni čistoćom, profesionalnim odnosom i ljudskom ljubaznošću osoblja. SVE PREPORUKE!!!",,10,"Sve je apsolutno kao u opisu, pa čak i bolje, prijatno smo iznenađeni konceptom, i sadržajem ovog jedinstvenog apartmana, a posebno smo oduševljeni čistoćom, profesionalnim odnosom i ljudskom ljubaznošću osoblja. SVE PREPORUKE!!! ",pozitivan
"Stan je fantastican, u potpunosti odgovara fotografijama. Veoma komforan, na dobroj lokaciji. Odlicna i efikasna komunikacija sa vlasnicima.",,10,"Stan je fantastican, u potpunosti odgovara fotografijama. Veoma komforan, na dobroj lokaciji. Odlicna i efikasna komunikacija sa vlasnicima. ",pozitivan
"Veoma ljubazno osoblje,lepe sobe,klima,terasa,blizina centra.",Sve je super! Po drugi put dolazim zbog toga!,10,"Veoma ljubazno osoblje,lepe sobe,klima,terasa,blizina centra. Sve je super! Po drugi put dolazim zbog toga!",pozitivan
Odličan doruvčak!,Mobilijar na Terasi sobe nedostaje,9,Odličan doruvčak! Mobilijar na Terasi sobe nedostaje,pozitivan
,"Ok, nije lose",8," Ok, nije lose",pozitivan
"Stan u krugu centra, parking, bazen i park u blizini.",/,10,"Stan u krugu centra, parking, bazen i park u blizini. /",pozitivan
Osoblje je profesionalno i jako ljubazno.Apartmani su komforni i udobni.Lokacija je odlicna.Sve preporuke.,,10,Osoblje je profesionalno i jako ljubazno.Apartmani su komforni i udobni.Lokacija je odlicna.Sve preporuke. ,pozitivan
"Restoran je odlican.
Apartman je odlican.","Takav smestaj bi trebao da ima ozbiljniji welnes, svlačionica je 2m2 sa vratima koja ne mogu skroz da se zatvore i sa 16 ormarica koji se nalaze u istoj, kod kojih ključevi ne rade. Ne razumem da ako moze u welnesu da bude 30-ak ljudi, gde da ostave stvari ako se presvlaci jedan ostali ne mogu da dodju do ormarica.
Nismo imali toplu vodu u sobi kada nakon pola sata sto smo dosli u istu.
Osoblje je bez iskustva na recepciji.
Naplacuje se usluga recepcije koja nije ukljucena u cenu kada je izvrsena rezervacija preko bookinga.",7,"Restoran je odlican.
Apartman je odlican. Takav smestaj bi trebao da ima ozbiljniji welnes, svlačionica je 2m2 sa vratima koja ne mogu skroz da se zatvore i sa 16 ormarica koji se nalaze u istoj, kod kojih ključevi ne rade. Ne razumem da ako moze u welnesu da bude 30-ak ljudi, gde da ostave stvari ako se presvlaci jedan ostali ne mogu da dodju do ormarica.
Nismo imali toplu vodu u sobi kada nakon pola sata sto smo dosli u istu.
Osoblje je bez iskustva na recepciji.
Naplacuje se usluga recepcije koja nije ukljucena u cenu kada je izvrsena rezervacija preko bookinga.",pozitivan
"Fantastičan dorucak, raznovrsno i ukusno... Soba na nivou, bašta kao iz bajke, restoran sjajan, akva park posećujem svako leto, nema boljeg u Beogradu! Moja preporuka svakom da poseti ovo mesto...",,10,"Fantastičan dorucak, raznovrsno i ukusno... Soba na nivou, bašta kao iz bajke, restoran sjajan, akva park posećujem svako leto, nema boljeg u Beogradu! Moja preporuka svakom da poseti ovo mesto... ",pozitivan
"Lokacija hotela je odlična.Osoblje je ljubazno,uvijek na usluzi.
Doručak je standardan.",,9,"Lokacija hotela je odlična.Osoblje je ljubazno,uvijek na usluzi.
Doručak je standardan. ",pozitivan
"Lokjacija odlicna, objekat nov, cist i uredan.
Garaza i pristup odlicni.",Sve je u najboljem redu.,10,"Lokjacija odlicna, objekat nov, cist i uredan.
Garaza i pristup odlicni. Sve je u najboljem redu.",pozitivan
"Nema lepse lokacije u Valjevu nego Tesnjar. Inace, Pedja (domacin) je super lik. Lajk za Pedju!

P.s. Spavao sam u sobi sa Tamarom Dragicevic 😂",Bilo bi dobro da ima papuca u apartmanu.,9,"Nema lepse lokacije u Valjevu nego Tesnjar. Inace, Pedja (domacin) je super lik. Lajk za Pedju!

P.s. Spavao sam u sobi sa Tamarom Dragicevic 😂 Bilo bi dobro da ima papuca u apartmanu.",pozitivan
"Soba je lepa,na slikama izgleda dosta veca,pogled jako lep,lokacija odlicna...",Nije mi se svidelo sto se u sobi oseca dim od cigareta. Mozda malo vise poraditi na tome i jos nekim detaljima oko higijene.,8,"Soba je lepa,na slikama izgleda dosta veca,pogled jako lep,lokacija odlicna... Nije mi se svidelo sto se u sobi oseca dim od cigareta. Mozda malo vise poraditi na tome i jos nekim detaljima oko higijene.",pozitivan
"Apartman je blizu centra, a ipak na tihom mestu. Osoblje uslužno i veoma ljubazno uvek spremno da pomogne i reši situacije. Imali smo besplatan parking što nam je značilo. Osoblje nam je uvek bilo na usluzi i davalo predloge za obilaske.",,10,"Apartman je blizu centra, a ipak na tihom mestu. Osoblje uslužno i veoma ljubazno uvek spremno da pomogne i reši situacije. Imali smo besplatan parking što nam je značilo. Osoblje nam je uvek bilo na usluzi i davalo predloge za obilaske. ",pozitivan
"I više od očekivanog za uloženi novac! Svaka preporuka! 
Svaka buduća poseta Nišu, ovaj apartman na prvom mestu u izboru",,10,"I više od očekivanog za uloženi novac! Svaka preporuka! 
Svaka buduća poseta Nišu, ovaj apartman na prvom mestu u izboru ",pozitivan
Богат и разноврстан асортиман јела за доручак који је укључен у цену смештаја. Уредан и изузетно чист смештај.,"Недостатак пешкира за коришћење СПА центра. 

Недовољна информисаност од стране особља на рецепцији у погледу коришћења СПА центра и преузимања кључева за ормариће. Вратили смо се до смештаја по пешкире и онда чекали да нам донесу кључеве од ормарића са рецепције иако смо претходно били на рецепцији и те кључеве нисмо добили.  

Од добијена два кључа, само је један исправно закључавао ормарић.

Непостојање одвојених просторија за  пресвлачење (за мушкарце и жене) у СПА центру  и чекање испред те просторије да се други гости пресвуку с обзиром да смо ми дошли обучени јер нам је на рецепцији речено да можемо да дођемо обучени из смештаја и да се пресвучемо у тој просторији (с обзиром на то мислили смо да постоје кабине за пресвлачење).",7,"Богат и разноврстан асортиман јела за доручак који је укључен у цену смештаја. Уредан и изузетно чист смештај. Недостатак пешкира за коришћење СПА центра. 

Недовољна информисаност од стране особља на рецепцији у погледу коришћења СПА центра и преузимања кључева за ормариће. Вратили смо се до смештаја по пешкире и онда чекали да нам донесу кључеве од ормарића са рецепције иако смо претходно били на рецепцији и те кључеве нисмо добили.  

Од добијена два кључа, само је један исправно закључавао ормарић.

Непостојање одвојених просторија за  пресвлачење (за мушкарце и жене) у СПА центру  и чекање испред те просторије да се други гости пресвуку с обзиром да смо ми дошли обучени јер нам је на рецепцији речено да можемо да дођемо обучени из смештаја и да се пресвучемо у тој просторији (с обзиром на то мислили смо да постоје кабине за пресвлачење).",pozitivan
Sve,Sve je OK.,10,Sve Sve je OK.,pozitivan
"Fenomenalna lokacija, treba doći probati i uživati!",,10,"Fenomenalna lokacija, treba doći probati i uživati! ",pozitivan
"Osoblje je preljubazno, platili su mi parking, pozvali taxi kad sam trebao, 10+++",,10,"Osoblje je preljubazno, platili su mi parking, pozvali taxi kad sam trebao, 10+++ ",pozitivan
"Lokacija, parking",Dusek na krevetu je dosta los,7,"Lokacija, parking Dusek na krevetu je dosta los",pozitivan
"Prelepo, cisto i odlicno osoblje...",,10,"Prelepo, cisto i odlicno osoblje... ",pozitivan
