positive,negative,rating
"Bogat dorucak,","Prespor lift , premal bazen.",8
Sobe su skroz ok mada fali civiluk u predsoblju i nesto gde staviti cizme kad se vratiss iz setnje,Voda u bazenu nije dovoljno topla a djakuzi nije radio i kad se ide do bazena prolazi se pored recepcije gde je izuzetno hladno.,8
"Lepo sredjeni i cisti apartmani, higijena","Veoma skucen SPA, mali restoran, i spori liftovi koji se dugo cekaju",8
"Kompletna uredjenost objekta, sve je novo i lepo uklopljeno. Veoma dobar  dorucak, svedski sto. Osoblje veoma prijatno. Garaza u samom objektu. Blizina setalista, 7-8 min. Zamena peskira svakodnevno, posteljina na 3 dana.",Ne ciste se sobe svakog dana.,8
Све је одлично.,"Грејање. Јер када нисте у апартману не ради, тако да се стан охлади и треба му времена да се поново загреје.",9
"Hotel je nov i opremljen sa stilom.
Wellness centar je dobar, mada bi bazen trebao da bude malo veći.
Odličan doručak sa velikim izborom hrane.
Pokriven parking.
Osoblje veoma ljubazno.",,10
"Udobno,čisto,dorucak super.","Bazen jako mali,i guzva na bazenu,nismo ni pokusavali...,fale papuce sobne..",8
"Užitak je bio potpun. Veliki apartman za 2 osobe, odličan spa centar sa svim pogodnostima, ukusan i raznovrstan doručak. Osoblje hotela neverovatno ljubazno, devojci je bio rođendan, dobili smo bocu šampanjca u sobi i privatnih sat vremena u spa centru, nakon radnog vremena.",,10
,Ulazak dece na bazen posle 18 časova.,9
"Hotelot e prekrasen i relativno nov. Sto se odnesuva do cistotata 10 ka,lokacijata e odlicna  i e nedaleku od centarot. Ima sopstven parking ,devojkite od recepcija se mnogu prijatni i za sekoja informacija ni izleguvaa vo presret. Dorucekot e odlicen kako i spa centarot i soleniot bazen. So eden zbor se bese odlicno!!!",Imavme loso iskustvo so parkingot koj e so prethodna rezervacija i za koj plakavme 10 eur na den  premnogu e  tesen dva pati ne blokiraa nemozevme da izlezeme . Od recepcija ne zemaat podatoci za sopstvenicite na vozilata pa moravme da cekame da go pronajdat sopatvenikot  na voziloto koj ne blokiral.,10
Персонал на рецепцији и у ресторану је перфектан...,"Спа је јако мали за овако велики хотел,
Соба ниједном није сређена за два дана боравка.
Мини бар је празан.",8
"Fantastičan koncept. Boravite u komfornim i udobnim apartmanima, sa kompletnim hotelskim sadržajem u zgradi. Apartmani su novi, preostrani i osvetljeni, i sadrže sve sto je potrebno za potpun ugodjaj, uključujući i velike televizore sa svim kanalima.Poseduje prelepo uredjen SPA centar, sobu sa video igrama i teretanu za one koji žele da ostanu u kondiciji. Dorucak odlican, sluzi se u odlicno osmišljenom restoranu,a moze se servirati na terasi u predivnom ambijentu. Osoblje mlado, uhodava se u koncept, vrlo ljubazno i predusretljivo. Sve u svemu, topla preporuka, što dokazuje činjenica da smo produžili prvobitno planirani boravak.",Bio bih ciničan kada bih napisao bilo sta negativno.,10
"Fenomelno uređen objekat, apartmani novi,  čisti, kreveti udobni, što se pribora tiče tu je sve što je potrebno......Što se dela za opuštanje tiče, bazen sa slanom vodom kao i ceo SPA su za čistu 10!  Soba sa Sony playstation uređajem i lazy bagovima je pun pogodak.  Teretana koja nudi sve što je potrebno takođe...
Obzirom da objekat još uvek nije imao zvaničnu promociju i da je u toku uigravanje, sve pohvale za zaposlene. Izuzetna ljubaznost i predusretljivost...
Što se hrane tiče  takođe svaka pohvala (tokom vikenda je švedski sto,dok se radnim danima bira hrana iz jelovnika)...Širok izbor i odlična hrana.
Sam restoran je moderno opremljen i uređen je po uzoru na ""Veliki Gatsby"".",,10
"Hotel je zanimljiv mada ima puno pogrešno postavljenih stvari, počev od pristupa kolima hotelu ,veličini restorana,veličini SPA, odnosno bazena pa do dizajna istih. Doručak je bio dobar ali savetujem da se porani jer je velika gužva posle 9h.Parkinga ima dovoljno verovatno za sve goste. Sobe su prostrane,a krevet udoban.Opremljenost apartmana je odlična.","Slaba je organizacija oko bazena koji je skimerski ,a ne prelivni i kao takav nije pogodan za javnu upotrebu. Crni mozaik bazena čini da vam voda u bazenu izgleda prljava i ružna. Restoran je suviše mali za veliki broj soba. Tehničko osoblje ne radi vikendom pa smo morali da menjamo sobu zbog kvara na strujnom napajanju. Ipak to nismo uzeli u obzir u ocenjivanju jer je verovatno izuzetak,a ne pravilo. Zaista je teško snaći se sa podešavanjem  grejanja , ja to nisam uspeo te je grejanje koje je na struju radilo svojom logikom ,a ne po našim željama.",9
"Izuzetno osoblje koje želi da izađe u susret svakom zahtevu gosta, čisto, topao i čist bazen.",,10
"Prelep apartman, hrana izuzetna, sve pohvale za kuvaricu, dosta domacih specijaliteta kao sto su ustipci, proje, pite, kajmak, sto je odlicno. Samo tako nastavite.","Guzva na dorucku, mali restoran. Pri dolasku koferi se moraju nositi uz stepence, ne mogu da se vuku.",9
"Osoblje preljubazno! Osoblje profesionalno i drago! Od recepcije,kuvara, čistačica, konobara, svi top! Apartmani čisti! Hrana odlična!","Voda u bazenu prljava i hladna! Spa može biti daleko čistiji (prozori nisu oprani ko zna od kad) hidromasazna kada nije u funkciji! Zao mi je sto je tako,ipak je skoro otvoreno i treba predstavljati neki luksuz....",7
"Lokacija, hrana, osoblje u restoranu","U jacuzzi kadi kad smo pronašli jagodu u fazi raspadanja, i ceo apartman je jako smrdeo na kanalizaciju, svaki put kad dune vetar iz kamina je dolazio nepodnosljiv smrad.",5
,"Dorucak, tanko i previse jednostavno. Hidromasazna kada koja nije radila, tacnije radila je samo hladna voda. Kupatilo u apartmanu neprijatno mirise na kanalizaciju.",7
Doručak je bio odličan. Lokacija sjajna.,"U hotelu je s obzirom na doba godine bilo poprilično hladno. Spa centar nedovoljno veliki, sa puno dece i ogromnom gužvom. Đakuzi nije radio.",7
"Novi Apart Hotel, sjajno zamišljen, udobni kreveti, odlična internet konekcija, podno grejanje u kupatilu, prijatno osoblje.","Čistoća nije na zavidnom nivou. U spavaćoj sobi nije usisano nakon što su ugrađeni radijatori, ispod njih gomila prašine od bušenja. Tepih u dnevnoj sobi pun dlaka nijednom nije usisan tokom našeg boravka (možda je jednom usisavano dok smo bili van, ali svakako nije dovoljno temeljno). Radni delovi u kuhinji puni piljevine od kada je ugrađivana kuhinja, sami smo očistili. Aspirator nije radio, momak iz održavanja je bio i rekao da će sledećeg jutra doći da popravi, međutim nije se pojavio do kraja našeg boravka.
Grejanje je radilo sporadično, nije dovoljno podesiti termostat, mora da se igra sa radijatorima da bi se upalili (ali generalno nije bilo hladno nijednog trenutka).
Odličan doručak, vrhunski, ali premali restoran pa mora da se čeka dok se oslobodi mesto. Ne znam u sezoni kako je zamišljeno da 107 apartmana doručkuje u tom restoranu.
Od welnessa smo koristili samo bazen i to jednom kada smo ugrabili mesto, mali bazen, samo 16 ležaljki.
Kao što rekoh, apart hotel je relativno nov i ima prostora da se unapredi, nadam se da će tako i biti.",7
"Hotel super izgleda, apartman je bio kao na slikama, lepo sređen, svetao i komforan sa finom, ušuškanom terasom. Krevet je jako udoban. Kuhinja nije najbolje opremljena, ali svakako je nismo koristili pa nije smetalo, osim za pranje sudova, jer nema deterdženta i sunđera. 
Doručak na bazi švedskog stola preko vikenda je sasvim korektan, preko nedelje se bira sa menija i sve je bilo ukusno. Sve u svemu, lokacija, enterijer hotela i hrana su dobri.","Osoblje je delovalo poluprofesionalno, odnosno malo nesnađeno. Iskomunicirala sam pre dolaska za krevetac za bebu, nije ga bilo u sobi, donešen je naknadno nakon podsećanja. Kada smo ušli u apartman bilo je hladno, grejanje nije bilo uključeno, termometar u dnevnoj sobi je pokazivao 18 stepeni. S obzirom da smo boravili sa bebom (a i da nismo), bitno nam je da temperatura prostorije bude prijatna, pogotovo što smo u oktobru na planini i što je navedeno u opisu sobe da ima grejanja. Kada je muž zamolio na recepciji da se uključi grejanje, rečeno mu je da nije moguće jer im još nije krenula sezona grejanja. Pritom su u apartmanu norveški radijatori i moguće ih je samostalno uključiti, ali smo hteli da proverimo sa osobljem. Onda sam sišla drugi put do recepcije i rekla da ćemo u tom slučaju potražiti drugi smeštaj jer bih u suprotnom izabrala brvnaru gde znam da treba da naložim, a ne hotel. Nakon toga je došao čovek i podesio nam radijatore. Druga stvar- izabrala sam hotel zbog dve stvari- doručka i spa/bazena. Spa i bazen nismo na kraju ni iskoristili. Prvi dan nam je rečeno da nema mesta. Drugi dan sam rezervisala jutarnji termin i recepcionarka mi je rekla da dođem posle doručka po bademantil, da bi kada sam došla rekla kako nemaju više bademantila jer im firma koja pere nije donela taj dan, a kada sam pitala da li će biti kasnije u toku dana rekla je da firma ne radi nedeljom i da se ogrnemo nekim peškirom, što mi je bilo neprofesionalno i neverovatno za hotel koji se ovako reklamira i izgleda. To isto popodne kada smo se vratili do hotela da pitam za termin za sutra, druga recepcionarka rekla da su im stigli bademantili. Predveče smo odlučili da najzad posetimo bazen ali kada smo ušli bilo je ledeno i devojka koja tu radi nam je rekla da imaju problem sa ventilacijom i da bolje dođemo sutra kada se popravi. Sutradan kvar nije bio rešen i predloženo je da se od ukupne cifre odbije cena za spa kako ne bi sa bebom jurili drugi smeštaj.",6
"Ljubazno osoblje.
Hrana je odlicna.","Higijena nije na zavidnom nivou,voda u hidromasaznoj kadi jako prljava,u bazenu takodje.",6
Dorucak je bio odličan,Spa centar je smrdeo na kanalizaciju i voda je bila zelene boje,5
Apartman je lepo opremljen.,Spa centar uzasno mali za broj ljudi koji boravi u hotelu.,6
"Restoran je odlican.
Apartman je odlican.","Takav smestaj bi trebao da ima ozbiljniji welnes, svlačionica je 2m2 sa vratima koja ne mogu skroz da se zatvore i sa 16 ormarica koji se nalaze u istoj, kod kojih ključevi ne rade. Ne razumem da ako moze u welnesu da bude 30-ak ljudi, gde da ostave stvari ako se presvlaci jedan ostali ne mogu da dodju do ormarica.
Nismo imali toplu vodu u sobi kada nakon pola sata sto smo dosli u istu.
Osoblje je bez iskustva na recepciji.
Naplacuje se usluga recepcije koja nije ukljucena u cenu kada je izvrsena rezervacija preko bookinga.",7
"Osoblje je profesionalno i svi se maksimalno trude. Hrana je raznovrsna, sveža i potpuno zadovoljava kriterijum po svim aspektima doručka za hotel ove kategorije, da je poslužena u nekom adekvatnijem, konfornijem prostoru bila bi jedna od dobrih strana ovog hotela.","Koncept restorana je totalno pogrešan, kao i mnogi aspekti u ovom hotelu koji apsolutno ne podržavaju kapacitet hotela. Preopterećen restoran, raspored i funkcionalnost stolova, nedovoljni kapacitet mesta za sedenje, postavka gostiju na barskim stolovima, kolaps prilikom izuzimanja hrane, apsolutno pogrešan koncept i za goste našeg profila apsolutno neprimeren. Bazen ista problematika, jedna sauna, razvaljene stube za izlazak iz bazena očugledno nikoga ne uznemiravaju dok neko ne polomi noge prilikom izlaska, jacuzzi u koga je grozno pogledati a ne ući u vodu koju menjaju izgleda kad se sete, strašno... U celini je sve minijaturno, prebukirano i utisak može varirati isključivo od popunjenosti hotela. Apsolutno preambiciozno sa kapacitetom najbitnijih prostorija za duplo manje soba sa koliko ovaj hotel inače raspolaže. Komfornim sobama utisak kvare najmanje 2 stvari i to ZAGREJANOST istih sa nekim GORENJE radijatorima tipa kod nas poznatih kao ""Norveški"" koji u principu mogu da zagreju relativno brzo sobu oko 20-25 min što može u zimskim uslovima da Vam pravi veliki problem pogotovo ako ste sa decom, a da stvar bude još frapantnija kada izvadite karticu prilikom izlaska iz sobe i oni se gase tako da su Vam potrebne 2 kartice kako bi ste uspeli da se vratite u zagrejanu sobu. Na recepciji dobijate 1 karticu pa ako se žalite na hladnoću onda Vam izvade i drugu. Ušteda na grejanju na izuzetno loš način. Druga stvar je čistoća same sobe koja je na nivou ispod kategorije hotela. Fotografije na platformama su izvanredne i primamljive, stvarnost totalno drugačija.",5
,Higijena u spa centru i bazenu je ocajna. Imam utisak da nije cisceno mesecima. U hidromasaznoj kadi je talas stroke i prljavstine na obodu i niko od osoblja ne obraca paznju na to.,3
"Domaru (decko koji soli stepenice, cisti sneg, popravlja sve po sobama, popravlja sve oko bazena, svu elektriku, i svima pomaze, raspolozen, vedar, mnogo vredan), da se udvostruci plata ! Pohvala za restoran! Jos veca pohvala za momke iz restorana!","To sto se hotel raspada.. Na bazenu svaki dan puca pod, spa ne radi, sauna radi jedna nekad ni jedna, osoblje uvek namrgodjeno, soba nije bila cista ali smo kupili alkohol i prebrisali osnovne stvari, kod vrata treba da se stavi nesto za obucu da ne curi voda/sneg po parketu, za 4 dana niko nije ocistio sobu i 1x zamena peskira, kupila sam peskire pa sam koristila. A onako na oko i prvi pogled izgleda ok. Izabrala sam hotel prvi put jer je noviji pa smo mislili da je uredan. Ne bi ponovo dosla..",3
"Apartmani su cisti, sve je novo i veoma lepo uredjeno. Dorucak je odlican.",Spa centar je mali. Ogranicen do 18h za boravak sa decom.,7
Objekat je cist i relativno blizu centra. Dorucak je ok.,Grejanje u objektu je blagi uzas. Sistem koji nije efikasan i koji se ne moze nastelovati. Punjenje elektricnog auta saznajete da se naplacuje kada odjavljujete sobu i to fiksno 1500 dinara. Znaci bezobrazno. Pogled iz hotela je uglavnom u susedne zgrade…papuce za jednokratnu upotrebu se peru i vracaju gostima…ne znam sta bi rekao…,4
"Blizu centra, mirno mesto, zvucno dobro izlovano.","Parking koji se placa 1000 dinara dnevno se nalazi u garazi koja nije adekvatno obezbedjena, nije radila rampa, ulaz dostupan svima, nema video nadzora, parking mesta uska. Iako je prilikom rezervacije sobe pisalo da iz apartmana ima pogled na planinu, iz terase se samo vide terase “komsijskih” apartmana/stanova(sledi fotografija) Nije bilo papuca koji su navedene u opisu apartmana, a prilikom dorucka niko vas ne upozna da li vam uz dorucak sledi i besplatno pice i koje pice, cak prvi dan uz obrok nam nije donesen hleb, a drugi dan uz isti obrok jeste. Apartmani se moraju bolje cistiti, wc solja zatecena sa flekama ko zna cega, tus kabina zatecena sa dlakama nekih bivsih gostiju….. grejanje nocu se ne ukljucuje od strane radnika hotela nego se gosti moraju baviti sa ukljucivanjem grejnih tela koja su zatecena ugasena i aktivacijom istih. U svakom slucaju gosti se moraju upoznati sa svim detaljima prilikom prijema istih, grejanje, hladjenje, dorucak i sta sledi uz cenu dorucka, obelezite malo sira parking mesta da se vrata vozila mogu komotno otvoriti, a ne da vam neko zbog uskog parkinga osteti vozilo prilikom otvarania vrata itd itd …. Sve najbolje u daljem radu",7
,"Dorucak je za vikend bio na bazi samoposluzivanja, ostalim danima klasican ""a la karte"", ali dosta tanak.",7
"Hotel je izuzetno cist i nov,ali smo pisle pevog obroka u restoranu hotela dobili trovanje,tako da smo ga odmah sutra dan napustili!!!",Hrana,1
"Zaista lep ambijent, prijatna atmosfera, kao i osoblje.","Grejanje u sobi koje ne moze da bude ispod 24 stepeni, sto je stvarno neverovatno, Spa koji ne radi isto kao i djakuzi ( 4 dana ni jednom nije radilo)",5
"Spolja gladac, a iznutra jadac!",Naplaćeno mi je duplo! Skinut mi je novac sa kartice prilikom rezervacije ali su mi u hotelu jos jednom naplatili ceo iznos i nisu izvršili povrat novca iako sam vise puta zvala i obećano je da će izvršiti povrat ali nisu.,1
"Savršeno opremljeni apartmani, čisto, uredno. Osoblje jako prijatno. Spa centar je manji, ali dovoljan. Sve u svemu, velika preporuka za ovaj smeštaj.",,10
"Ljubazno osoblje, jako lep ambijent, čisto,…",,10
"Sve, čisto, kvalitetan namestaj. Sve je fenomenalno",,10
"Ekstremno čisto, uređeno i pedantno, na jednom mestu imate sve što vam je potrebno za odmor.
Čista 10, ne postoji 11 zato je i nisu dobili.",Ne postoki,10
Sve,Jedina stvar što mi se nije dopalo što nigde na sajtu ne piše da je korišćenje spa centra 3 sata dnevno,9
"Sve je bilo čisto, uredno, moderno, lepo mirisalo i lepo uređeno. Stan je na odličnoj lokaciji u centru grada. Domaćini su ljubazni, prijatni i za svaki dogovor. Sve preporuke!",,10
Sve preporuke,,10
"Dobra lokacija,predobar stan,cist,uredan. Sve pohvale. Vidimo se opet.",,10
Osoblje je ljubazno i profesionalni. Krevet i posteljina jako udobni. Tuš odličan,,10
"Objekat u centru grada, moderno uređen, privatan parking, cena je u redu za ono što se dobija. Udoban krevet, lepo kupatilo, tuš super radi.","Soba je malena, nema 30 m² sigurno, kao što je pisalo u rezervaciji. Ovo je smeštaj podoban da se prespava jednu-dve noći, nije za duži boravak, ali nama je taman to i odgovaralo.",9
"Aprtman se nalazi na super lokaciji, domacin veoma prijatan. Lako se moglo dogovoriti oko svih stvari",,10
"Divni I predusretljivi domaćini, odlična lokacija.",Sve je bilo odlično.,10
Čisto i uredno. Ljubazno osoblje.,,10
"Smeštaj u samom centru grada, čisto i udobno. Privatan parking. Osoblje ljubazno, sve preporuke.",,10
Lokacija izuzetna.,Sve je bilo u redu.,9
"Lokacija odlična.  Apartman uredan, čist I moderno opremljen. Osoblje ljubazno.  Obezbedjen zaseban parking. Mirno , tiho I idealno za odmor.",,10
"Apartman preuredan, domaćini fantastični. Takođe, apartman je u samom centru i svi sadržaji su u blizini. Sve za 10.",,10
,Jedinica  je u prizemlju,9
"Cisto, uredno, brz i lak dogovor. Preporuka.",,10
"Uredno, cisto, dobra lokacija.",,10
"Lokacija je odlična, u centru grada. Parking je obezbeđen u dvorištu. Apartman je moderno opremljen. Higijena je na najvišem nivou. Preporučujem ovaj apartman.","Jastuci su, za moj ukus, bili neudobni,  ali sve je stvar navike.",10
"Besprekorno cisto,udobno i prijatno.Privatni parking i extra lokacija.",,10
Veoma čisto,Kvadratura jedinice,9
"Dopala mi se lokacija, kao i moderno uredjen enterijer.","Mala kvadrarura, bez kuvala i frizidera. Namjenjeno samo za prespavati. Jastuci su anatomski od pjene i meni ne odgovaraju.",9
"Jako lep, čist stan, na dobroj lokaciji. Korektna komunikacija sa domaćinom, predusretljivost izražena. Sve pohvale.",,10
Besprekorno! Svaka preporuka.,,10
"Smeštaj je bio jako lep,cist i lepo opremljen.Lokacija je u centru grada samo par koraka do pesacke zone.Osoblje jako ljubazno i profesionalno.Smestaj je za svaku preporuku",,10
"Aprtman je super, nov, čist, uredan, odlična lokacija... Devojka koja izdaje apartman je jako ljubazna i prijatna. Izašla nam je u susret za sve sto smo trazili i davala nam je odlicne preporuke. Za svaku pohvalu i preporuku.",,10
"Lokacija je odlicna u samom centru grada.Premium apartman je nov jer je i zgrada nova.Savremeno opremljen u Skandinavskom stilu.Jako je komforan , ,luksuzan ,prilagodjen  tako da mogu da borave i porodice sa decom.Kreveti preudobni,kuhinja potpuno opremljena.Jako je prijatan osecaj boraviti u ovom apartmanu.Sve preporuke.",Ne postoji nesto da nam se nije dopalo.,10
"Apartman,prostran,pogled dobar,sve čisto,krevet preudoban,za svaku preporuku,vidimo se opet kad dodjemo u Valjevo🙂",,10
"Sve je bilo savrseno,kontakt,dogovor i relizacija.
Lokacija odlicna,apartman savrseno cist.
Vlasnica odlicna za saradnju.",,10
"Apartman je cist, udoban, poseduje sve sto jedna ovakva smestajna jedinica treba da ima. Vlasnica apartmana je profesionalna, komunikacija je bila perfektna. Sve dogovoreno je ispostovano.

U medjuvremenu smo promenili planove, pa smo morali da povedemo dvoje male dece, nikakav problem nije bio. Vlasnica ne pripremila deo ugaone garniture u apartmanu i deca su sasvim lepo spavala. Od centra Valjeva je udaljen 30 koraka. Imate obezbedjeno parking mesto u dvoristu zgrade.


Za svaku preporuku.",Nista.,10
"Fenomenalan, udoban i moderan smeštaj. Vlasnica odlična za saradnju! Sve preporuke",,10
"Dobra lokacija, udobno, čisto",,9
"Sve je bilo savrseno. Cist, udoban i divno sredjen apartman. Domaćica izuzetno ljubazna.",,10
"Apartman je mali, ali za kratka putovanja idealan. Čisto, opremljeno, Savršeno.",,10
"Lokacija, cistoca, ljubaznost domacina",Nedostatak parking mesta,10
Fleksibilnost  domacina. Moderan smestaj,,10
Usluga  i smestaj za svaku pohvalu. Sve preporuke.,,10
"Lokacija, higjena, a naročito kupatilo, koje je prostrano, dobro opremljeno, sa super tuš kabinom","Nemam primedbi, osim možda mala sugestija: U predsoblju ugraditi neki čiviluk za kapute.",10
Savršena lokacija.. 😊,,10
"Tesko da moze bolje, sam centar grada, nova zgrada, a pored izuzetan restoran!",,10
"Apartman je na veoma dobroj lokaciji, na minut od glavnog setalista. Apartman je bio veoma uredan i cist i posebne pohvale za udobnost kreveta i jastuka :)",Sve je bilo super,10
"Odlicna lokacija u samom centru, ljubazan domaćin.
Apartman čist, uredan i opremljen svime sto je potrebno za vise nego ugodan boravak.
Krevet fantastican za odmor.",,10
"Sve preporuke.
 Veoma čisto, uredno, takođe veoma udobno. Vlasnica ljubazna.",,10
Prezadovoljni smeštajem. Odlična lokacija. Čisto i udobno. Kupatilo odlično opremljeno. Imali smo sve što nam je bilo potrebno. Svaka preporuka.,,10
"Soba je divno sredjena, mislilo se na svaki detalj. Izuzetno čisto i uredno, krevet udoban. U sklopu sobe je i kuhinja, dobro opremljena, tako da poseduje sve što je potrebno za lagodan odmor ili čak i za home office varijantu. Topla preporuka 😊",,10
"uredno, cisto i u samom centru",,10
"Sve je blizu, prostor uredan, vlasnica divna i pristupacna.
Od nas sve pohvale❤",,10
Sve je bilo u redu,,10
"Osoblje je bilo bivno , sve preporuke",,10
Sve je novo i čisto.,Više ručki i polica u kupatilu za odlaganje stvari i peškira.,9
"Čistoća, ljubazni domaćini. Peškiri su bili sveže oprani i mirisali na omekšivač što me je vrlo prijatno iznenadilo. Udoban ležaj. Tuš fantastičan.",U kupatilu nije bilo ručki da se okače peškir za tuširanje i garderoba. Bilo bi lepo i da ima više prostora za neseser i žensku kozmetiku.,9
"Lokacija, smeštaj čist, udoban",/,9
Izuzetno prijatan i čist apartman na odlicnom mestu.,Sve u najboljem redu.,10
"Super smeštaj, cisti, usluga vrh",,10
"Odlična lokacija, prijatni domaćini. Sve čisto, uredno i udobno.",,8
Prostrano kupatilo,"Mali prostor, bez kuhinje",6
"Apartman prostran,na odličnoj lokaciji.
Vlasnica divna,prijatna osoba",,8
,Prazan parking a domacin nije izasao u susret da nam omoguci parkiranje jer je i to islo preko bookinga. To je zamerka jedina.,7
Dobra Lokacija. Ima svoj parking. Ljubazno osoblje,"Izuzetno mali objekat (studio). skup za te pare.
jako lose osvetljenje.",5
Ako se moze zanemariti cinjenica da smo rezervisali apartman a dobili sobu sa kupatilom smestaj se moze oceniti kao udoban i cist sa prostranim i savrseno cistim kupatilom. Ako zelite sobu bez frizidera i kupatilom dobicete dobar smestaj na odlicnoj lokaciji. Na terasu i parking koje vidite na slikama zaboravite.Ne postoje u sklopu ove smestajne jedinice,"Rezervisali smo apartman sa slike posto je bilo upitno da li ce i treci clan porodice poci sa nama. Docekala nas je dvokrevetna soba bez terase i mesta za parking. Objasnjenje domacina je da nismo dobro videli slike sto nije tacno. Zatim je odgovornost prebacena na buking koji im je vec pravio slicne greske. Na zahtev da vidimo apartman sa slike receno je da je zauzet a izasao je kao slobodan prilikom rezervacije. Zatim, na pitanje sta bi bilo da je pisla i treva isoba i da smo hteli da korigujemo rezervaciju i cenu za troje receno nam je da oni imaju u tom slucaju rezervni smestaj. Ko zeli ovakvu neizvesnost i mahinacije oko smestaja preporucunem sansajn. Da, pogledajte i ostale recenzije, nismo jedini. Kao gest dobre volje  domacica ce vam ponuditi da ostanete duze  sutradan u smestaju ali to svakako ne moze da ublazi osecaj da ste prevareni",8
"Исклучително удобни и пријатни соби . Чисто и уредно. Љубезен персинал , локација одлична во строг центар на градот. Топло го препорачувам",Се е одлично,10
"Radno vreme je non stop
Rezervisano parklng mesto
U centru grada0",,10
"Lokacija, osoblje",Slaba zvučna izolacija,8
"Prezadovoljan.korektno, uvek mozede da dobijete pomoc ako pitate.",,8
"Ljubazno osoblje 
Fenomenalna lokacija
Mirno i tiho mesto u samom centru grada",,10
"Veoma prijatno osoblje i cist objekat, obezbedjen privatan parking.
Super lokacija u blizini centra, tvrdjave..",,10
Blizina centra grada. Čiste i uredne sobe,"Parking koji je u sklopu objekta, ali ima malo parking mesta, pa se često zagrađuju ostali automobili.",8
"Lokacija, čistoća, usluzno osoblje, niska cena","Škriputavi kreveti i zvučna izolacija, bukvalno se čuje vibracija telefona iz susedne sobe a o ostalom da ne govorim... Sva sreca gost u sobi pored nije bio neki pastuv te je skripanje kreveta bilo razumnih desetak minuta",8
Velicina soba,Parking je malen,8
"Smeštaj je bio udoban, osoblje izuzetno ljubazno. Lokacija je takođe veoma dobra i vredi posetiti. Parking u sklopu smeštaja je takođe veliki plus.",,9
"Lokacija, sadržaj u smeštajnim jedinicama, čistoća.",Nema loših utisaka.,10
"Ljubazno osoblje, lokacija u samom centru, obezbeđen parking","Krevet je udoban, ali škripi pri svakom okretu. Na slikama nema da je kada u sobi pored kreveta, a u toaletu je samo lavabo i wc šolja - nama je bilo ok, ali to nekome može smetati.",9
Topla dobrodoslica.Ljubazno osoblje na recepciji koje vam izlazi u susret za sva pitanja.Lokacija u samom centru grada. Sve pohvale i preporuke.,,10
"Sve je super,devojka ljubazna maksimalno,svaka cast.Lokacija odlicna a cena vise nego korektna.Sve pohvale.",,10
"Sve je bilo super, preporučujemo",Nije nas dočekala topla voda,8
"Odlična lokacija, čisto, uredno.
Ospblje ljubazno.","Sve je bilo u najboljem redu, nemamo primedbi.",9
Jednostavnost prilikom rezervacije i lokacija.,,10
"Izuzetna lokacija, na nekoliko minuta do centra grada. Ljubazno osoblje, čista soba i kupatilo. Dobila sam ono što sam rezervisala, soba je ista kao na slikama. Platila sam u hotelu, nije potrebna kredita kartica prilikom rezervacije.",,9
"Lokacija. Jako blizu centra, tvrđave. Ppuštena atmosfera. Uredno, udobno, toplo ...",Ništa što bi moglo za jedan dan da se setim.,8
"Meni je bilo super. sobica mala, ususkana, topla. Kupatilo čisto, uredno i komforno. Tople vode ima uvek. Tu su neophodne stvari - fen, peškiri i papuče. Za par dana boravka više nego odlično, još za te pare.",,10
,"Saaamo je nedostajala domaca kafa 😍 preporuka da postoji vec u objektu🥰 precisto, prijatni ljudi, u samom centru, za svaku pohvalu 🤍🤍🤍",10
"Cisto, udobno vo centar se naj, naj okolu smestuvanjeto vo odnos na cenata dobivate extra smestuvanje sekoja preporaka ima i parking","Malku odnosot na personalot, ne bese spremen apartmanot na vreme, a baraat da go napustime na vreme",9
"odlična lokacija, ljubazno osoblje","falila mi je kafa ujutru, nije da ne volim čaj...",9
Izvanredno sve!,Izvanredno sve!,10
"Lokacija je super...dorucak je ok...cisto je,uredno...","Trazili smo bracni krevet,dobili smo dva spojena kreveta...za par totalno neudobno i neprakticno.",10
Lokacija je odlična,,10
"I više od očekivanog za uloženi novac! Svaka preporuka! 
Svaka buduća poseta Nišu, ovaj apartman na prvom mestu u izboru",,10
"veoma čisto, i mirno tiho, odlično za domor putnika",,9
Sve je na nivou maksimalan komfor i sve preporuke!!,.......,10
Osoblje i opremljenost sobe😁,,10
Nisam doručkovao a sve ostalo uključujući lokaciju top,Bilo je klizavo na parkingu zbog leda trebalo je soli malo baciti na nekim mestima .Sve ostalo je ok.,8
"Super ljubazno i uslužno osoblje, odlična lokacija, parking, čisto.","Tanki zidovi, sve se čuje iz susednih soba.",9
"Dobra lokacija, udobnost",,9
Smeštaj je bio bez doručka. Dopalo mi se što je sve blizu.,Grejanje je moglo biti malo bolje.,8
Cena i cistoca,Nema sta nije mise dopalo,10
"Nismo tamo doručkovali. Lokacija je izvanredna, jako zanimljiv prostor unutra. Videli smo i ostale apartmane, svaki je jako zanimljiv.","Sve nam se dopalo. Naš aparman nije imao kuhinju, već frižider i kuvalo. To se može bapomenuti ako je potrebno nekome.",9
Blizina centra grada,Nema zamerki,9
"Lokacija izvanredna,ljubazni domachini.nis",Nemam komentar!,9
Odličan smeštaj u strogom centru grada. Parking je veliki plus.,,8
"Локација је феноменална, два минута од центра града. Особље је љубазно и културно. Собе су чисте, амбијент је пријатан. Обезбеђено паркинг место.",,9
"Izuzetna lokacija, čisto, ljubazno osoblje",,10
